,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
17326,17326,False,Kung Fu Panda Collection,150000000,"Animation,Family",http://www.kungfupanda.com/,49444,tt1302011,English,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",11.481921,/Fzyy2dauoKxjUzUPYYo3kJkJAW.jpg,DreamWorks_Animation,United_States_of_America,2011-05-25,665692281.0,91.0,English,Released,Prepare for the Year of Awesomeness!,Kung Fu Panda 2,False,6.7,1925.0,2011,"Jack Black,Angelina Jolie,Dustin Hoffman,Gary Oldman,Jackie Chan,Lucy Liu,Seth Rogen,David Cross,Michelle Yeoh,James Hong,Danny McBride,Dennis Haysbert,Jean-Claude Van Damme,Victor Garber,Mike Bell,Jason Bertsch,Michael DeMaio,Shane Glick,Lena Golia,April Hong,Joseph Izzo,Alexandra Gold Jourden,Stephen Kearin,Liam Knight,Paul Mazursky,Dan O'Connor,Jeremy Shipp,Maury Sterling,Fred Tatasciore,Lauren Tom,Romy Rosemont,Conrad Vernon",Jennifer Yuh Nelson,"martial arts,hope,fleet,panda,mission,woman director",,,
17452,17452,False,,0,"Romance,Comedy,Action",,42368,tt0016895,English,For Heaven's Sake,"The Uptown Boy, J. Harold Manners (Lloyd) is a millionaire playboy who falls for the Downtown Girl, Hope (Ralston) who works in Brother Paul's (Weigel) mission. In order to build up attendance, and win Hope's attention, Harold runs through town causing trouble, and winds up with a crowd chasing him right into the mission. He eventually wins the girl and they marry, but not without some interference from his high-brow friends.",0.308677,/8MnWBN1VsyvZsjodAxuAUPp3KYw.jpg,The_Harold_Lloyd_Corporation,United_States_of_America,1926-04-05,0.0,58.0,,Released,,For Heaven's Sake,False,5.8,5.0,1926,"Harold Lloyd,Jobyna Ralston,Noah Young,Jim Mason,Paul Weigel",Sam Taylor,"mission,millionaire,silent film",,,
17702,17702,False,,0,"Drama,Thriller",,25894,tt0035605,English,Above Suspicion,"Frances and Richard Myles (Joan Crawford and Fred MacMurray) are newlyweds honeymooning in Europe on the eve of World War II. Unexpectedly, they find themselves commissioned by the British secret service to secure the plans for a new secret weapon masterminded by the Nazis (involving magnetic mines). The trail leads them to Innsbruck where they arouse the suspicions of a Gestapo chief.",4.741695,/2xg2uVLOHqqYCxqADZt5qJIrOYN.jpg,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1943-05-01,0.0,90.0,"العربية,English,Français,Deutsch",Released,It happend on a honeymoon!,Above Suspicion,False,6.0,11.0,1943,"Joan Crawford,Fred MacMurray,Conrad Veidt,Basil Rathbone,Reginald Owen,Richard Ainley,Cecil Cunningham,Ann Shoemaker,Sara Haden,Felix Bressart,Bruce Lester,Johanna Hofer,Lotte Palfi Andor",Richard Thorpe,"assassination,hostage,honeymoon,secret mission,nazi officer,disguise,concert hall,dog attack,nazism,british intelligence,newlyweds,clues,oxford professor,secret agents,eve of world war ii",25894.0,36174.0,47352.0
18144,18144,False,,20000000,"Comedy,Romance",http://www.whatsyournumbermovie.com/,63492,tt0770703,English,What's Your Number?,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",6.958086,/yugpF7km9nEE5GLpSWMSkGKHGNd.jpg,"Regency_Enterprises,Contrafilm,New_Regency_Pictures",United_States_of_America,2011-09-30,30426096.0,106.0,English,Released,Ally's looking for the best ex of her life.,What's Your Number?,False,6.2,689.0,2011,"Chris Evans,Anna Faris,Martin Freeman,Chris Pratt,Ari Graynor,Blythe Danner,Ed Begley Jr.,Dave Annable,Joel McHale,Zachary Quinto,Eliza Coupe,Mike Vogel,Andy Samberg,Oliver Jackson-Cohen,Thomas Lennon,Anthony Mackie,Jackson Nicoll,Ivana Miličević,Heather Burns,Kate Simses,Tika Sumpter,Denise Vasi,Jason Bowen,Tyler Peck,Jacquelyn Doucette,Sondra James,Zachary Quinto,Nadine Jacobson,Colby Parsons,Aziz Ansari,Ed Jewett,Lonnie Farmer,Dale Place,Bronwen Booth,John Franchi,Dan Marshall,Stephanie Atkinson",Mark Mylod,"based on novel,loser,magazine,womanizer,mission,search,boyfriend,husband,fired,past relationship",,,
18151,18151,False,,0,"Action,Adventure,Animation,Crime,Science_Fiction",https://www.warnerbros.com/batman-year-one/about,69735,tt1672723,English,Batman: Year One,"Two men come to Gotham City: Bruce Wayne after years abroad feeding his lifelong obsession for justice and Jim Gordon after being too honest a cop with the wrong people elsewhere. After learning painful lessons about the city's corruption on its streets and police department respectively, this pair learn how to fight back their own way. With that, Gotham's evildoers from top to bottom are terrorized by the mysterious Batman and the equally heroic Gordon is assigned to catch him by comrades who both hate and fear him themselves. In the ensuing manhunt, both find much in common as the seeds of an unexpected friendship are laid with additional friends and rivals helping to start the legend.",5.031094,/bI1YVuhBN6Vws1GP9Mf01DyhC2s.jpg,"DC_Comics,Warner_Bros._Animation,Warner_Premiere",United_States_of_America,2011-09-27,0.0,64.0,"English,Português",Released,A merciless crime turns a man into an outlaw.,Batman: Year One,False,7.1,255.0,2011,"Ben McKenzie,Bryan Cranston,Eliza Dushku,Katee Sackhoff,Alex Rocco,Jon Polito,Sara Ballantine,Jeff Bennett,Roark Critchlow,Grey Griffin,Robin Atkin Downes,Keith Ferguson,Michael Gough,Danny Jacobs,Nick Jameson,Liliana Mumy,Pat Musick,Andrea Romano,Stephen Root,James Patrick Stuart,Fred Tatasciore,Bruce Timm,Bruce Wingert",Lauren Montgomery,"dc comics,superhero,based on comic,police corruption,based on graphic novel,origin of hero,catwoman,super powers,woman director,commissioner gordon",,,
18405,18405,False,Mission: Impossible Collection,145000000,"Action,Thriller,Adventure",http://www.missionimpossible.com/,56292,tt1229238,English,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",14.25843,/s58mMsgIVOFfoXPtwPWJ3hDYpXf.jpg,"Paramount_Pictures,Skydance_Productions,Bad_Robot,TC_Productions,Revolution_Sun_Studios,Kontsept_Film_Company","Czech_Republic,United_States_of_America,United_Arab_Emirates",2011-12-07,694713380.0,133.0,"English,Pусский,Français,العربية,svenska",Released,No Plan. No Backup. No Choice.,Mission: Impossible - Ghost Protocol,False,6.8,4026.0,2011,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Anil Kapoor,Josh Holloway,Ving Rhames,Miraj Grbic,Ivan Shvedoff,Samuli Edelmann,Michael Nyqvist,Léa Seydoux,Michelle Monaghan,Tom Wilkinson,Tammy Hui,Mike Dopud",Brad Bird,"fight,sequel,mission,explosion,broken arm,imax,nuclear threat",,,
18670,18670,False,Journey Collection,79000000,"Adventure,Action,Science_Fiction",http://www.themysteriousisland.com/,72545,tt1397514,English,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",9.46307,/jMu45saMeqB2RGDqV3HoQ3XgZ2a.jpg,"New_Line_Cinema,Contrafilm,Walden_Media",United_States_of_America,2012-01-19,355692760.0,94.0,English,Released,Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,False,5.8,1050.0,2012,"Josh Hutcherson,Dwayne Johnson,Michael Caine,Vanessa Hudgens,Luis Guzmán,Kristin Davis,Anna Colwell,Stephen Caudill,Branscombe Richmond,Walter Bankson",Brad Peyton,"mission,mysterious island,missing person,duringcreditsstinger,3d",,,
18778,18778,False,,0,"Animation,Adventure,Drama,Fantasy",http://www.hoshi-o-kodomo.jp,79707,tt1839494,Japanese,星を追う子ども,"The film centers on Asuna, a young girl who spends her solitary days listening to the mysterious music emanating from the crystal radio she received from her late father as a memento. One day while walking home she is attacked by a fearsome monster and saved mysterious boy named Shun. However, Shun disappears and Asuna embarks on a journey of adventure to the land of Agartha with her teacher Mr. Morisaki to meet a Shun again. Through her journey she comes to know the cruelty and beauty of the world, as well as loss.",5.458619,/kAPVfhtw3mmavCp3sK6ip59o7al.jpg,"CoMix_Wave,Media_Factory",Japan,2011-05-07,0.0,116.0,日本語,Released,,Children Who Chase Lost Voices,False,7.1,137.0,2011,"Hisako Kanemoto,Kazuhiko Inoue,Miyu Irino,Rina Hidaka,Fumiko Orikasa,Sumi Shimamoto,Junko Takeuchi",Makoto Shinkai,"life and death,supernatural,rescue mission,female protagonist,anime,spirits",,,
18949,18949,False,,209000000,"Thriller,Action,Adventure,Science_Fiction",,44833,tt1440129,English,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",13.106966,/7hN6WtMepoMZyeHZU2DM21cEj3z.jpg,"Universal_Pictures,Hasbro,Bluegrass_Films,Film_44",United_States_of_America,2012-04-11,303025485.0,131.0,"English,ภาษาไทย",Released,The Battle for Earth Begins at Sea,Battleship,False,5.5,2141.0,2012,"Taylor Kitsch,Alexander Skarsgård,Rihanna,Brooklyn Decker,Tadanobu Asano,Liam Neeson,Gregory D. Gadson,Hamish Linklater,Jesse Plemons,John Tui,Jerry Ferrara,David Jensen,Peter Berg,Adam Godley,Rico McClinton,Joji Yoshida,Stephen Bishop,Austin Naulty,James Rawlings,Dustin J. Reno,Rick Hoffman,Gary Grubbs,Rami Malek,Peter MacNicol,Louis Lombardi,Jordan Kirkwood,Doug Penty,Carson Aune,Josh Pence,Lloyd Pitts,Michelle Arthur,Natalia Castellanos,Leni Ito,Jackie Johnson,Kerry Cahill,Norman Vincent McLafferty,Dante Jimenez,Daven Arce,Ralph Richardson,Biunca Love,Kyle Russell Clements,Yutaka Takeuchi,John A Weaver,Dane Justman,Drew Rausch,Bill Stinchcomb",Peter Berg,"fight,u.s. navy,mind reading,hong kong,soccer,scientist,fictional war,naval,armada,battleship,naval combat,jds myoko,lost communication,taser,buoy,communications expert,joint chiefs of staff,crash landing,jet fighter pilot,navy lieutenant,permission to marry,uss john paul jones,based on game,aftercreditsstinger,mighty mo,uss missouri",,,
19417,19417,False,,8978040,"Drama,Romance",http://www.le-pacte.com/france/a-l-affiche/detail/les-bien-aimes/,93188,tt1815799,English,Les bien-aimés,"From Paris in the 1960s to London in the first decade of the third millennium, Madeleine and her daughter Véra flit from one amorous adventure to the next, living for the moment and taking all the opportunities that life offers.  But not every love affair is without its consequences, its upsets and its disappointments.  As time goes by and gnaws away at one’s deepest feelings, love becomes a harder game to play...",2.023954,/n4WkqJwuC0QeYT1AEf8A3zCvcbC.jpg,Why_Not_Productions,France,2011-08-17,0.0,139.0,Français,Released,,Beloved,False,6.7,24.0,2011,"Chiara Mastroianni,Catherine Deneuve,Ludivine Sagnier,Louis Garrel,Miloš Forman,Paul Schneider,Radivoje Bukvić,Michel Delpech,Omar Ben Sellem,Dustin Segura-Suarez,Gavin Brocker,Kenneth Collard,Kate Moran",Christophe Honoré,"paris,sex,1970s,prague,shoe,impossible love,french canadian,father daughter reunion,prostitute mother,prague spring,1960s",,,
20039,20039,False,,0,"Action,Adventure,Comedy,Crime,Thriller",,38425,tt0079509,Chinese,迷你特攻隊,"Similar to ""The Dirty Dozen"" or one of that nature. Japan is trying to take over the world and the generals of the allied forces trying to stop the Japanese have been taken prisoner. A force of loners and fighters is put together to try and rescue the generals and save the war effort with the promise of gold and/or pardons of past crimes.",1.603767,/eAWVFgjXARihqsL1FM1bA1wz88.jpg,Cheung_Ming_Film,"Taiwan,Hong_Kong",1983-02-13,0.0,90.0,"广州话 / 廣州話,普通话",Released,,Fantasy Mission Force,False,5.6,5.0,1983,"Jackie Chan,Brigitte Lin,Adam Cheng,Jimmy Wang Yu,Hsu Pu-Liao,Fong Ching,Sun Yueh,David Tao Da-Wei,Frankie Kao,Pearl Cheung Ling,Lee Kwan,Paul Chang Chung,Mary Wong Ma-Lee,Kan Ti-Men,Gam Dai,Chen Hung-Lieh,Dan Yang,Gam Ban,Cheng Fu-Hung,Lam Kai-Man,Choi Sui-Tak,Kuo Kwan,Hu Hsiang-Ping",Chu Yen-ping,,,,
20182,20182,False,,42000000,"Thriller,Drama",,80278,tt1649419,English,Lo imposible,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",10.027434,/sEx5mrVvVyyJHICMGe55KaUzEgt.jpg,"Summit_Entertainment,Telecinco_Cinema,Apaches_Entertainment,Canal+_España,Instituto_de_la_Cinematografía_y_de_las_Artes_Audiovisuales_(ICAA),Institut_Valenciã_de_Cinematografia_(IVAC),Mediaset_España,La_Trini,Generalitat_Valenciana","United_States_of_America,Spain",2012-09-09,180274123.0,113.0,"English,Español,svenska,ภาษาไทย",Released,Nothing is more powerful than the human spirit.,The Impossible,False,7.0,2071.0,2012,"Naomi Watts,Ewan McGregor,Tom Holland,Samuel Joslin,Oaklee Pendergast,Marta Etura ,Sönke Möhring,Geraldine Chaplin,Ploy Jindachote,Jomjaoi Sae-Limh,Johan Sundberg,Jan Roland Sundberg,La-Orng Thongruang,Tor Klathaley,Douglas Johansson,John Albasiny,Gitte Witt",Juan Antonio Bayona,"thailand,tsunami,family vacation,tidal wave,catastrophe,swept away,separation from family,boxing day,21st century",,,
20528,20528,False,,0,Documentary,http://callmekuchu.com/,133823,tt2088714,English,Nazywaj mnie Kuchu,"In Uganda, a new bill threatens to make homosexuality punishable by death. David Kato - Uganda's first openly gay man - and his fellow activists work against the clock to defeat the legislation while combating vicious persecution in their daily lives. But no one, not even the filmmakers, is prepared for the brutal murder that shakes the movement to its core and sends shock waves around the world. (from imdb)",0.878152,/7N8X23Rn71ltndDSbfzH65xNIX.jpg,nan,"Uganda,United_States_of_America",2012-02-11,0.0,90.0,English,Released,,Call Me Kuchu,False,7.2,8.0,2012,"David Kato,Christopher Senyonjo",Katherine Fairfax Wright,"missionary,homophobia,homosexuality,bigotry,woman director,religious intollerance,sanctioned killing",,,
20600,20600,False,,40000000,"Animation,Comedy,Adventure,Family,Science_Fiction",http://www.escapeearthmovie.com/,68179,tt0765446,English,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,11.617481,/ql8q3VrEWQ7h0zdrUj0NF9IAm5i.jpg,"Rainmaker_Entertainment,Mainframe_Entertainment,Weinstein_Company,_The","Canada,United_States_of_America",2013-02-14,74597643.0,89.0,English,Released,Earth's greatest secrets are about to break out!,Escape from Planet Earth,False,5.7,337.0,2013,"Brendan Fraser,Rob Corddry,Ricky Gervais,Jessica Alba,Sarah Jessica Parker,Kaitlin Olson,Ashley Eckstein,Gregg Binkley,Sofía Vergara,Steve Zahn,Craig Robinson,Jane Lynch,Jonathan Morgan Heit,Chris Parnell,William Shatner,Bob Bergen,George Lopez",Callan Brunker,"spaceship,alien,rescue,escape,planet,astronaut,Γη,mission control",,,
20803,20803,False,,13000000,"Comedy,Drama,Romance",,144340,tt1814621,English,Admission,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.",10.098539,/jxNBmnP2Q1hTWuqCPUTRavGrjLt.jpg,Focus_Features,United_States_of_America,2013-03-21,18000000.0,107.0,English,Released,Let someone in.,Admission,False,5.5,307.0,2013,"Tina Fey,Paul Rudd,Michael Sheen,Lily Tomlin,Wallace Shawn,Nat Wolff,Gloria Reuben,Travaris Spears,Christopher Evan Welch,Sonya Walger,Dan Levy,Sarita Choudhury,Rob Campbell,Olek Krupa,Brian d'Arcy James,Leigha Hancock,Elaine Kussack,Lisa Emery,Ann Harada,Ben Levin,Michael Genadry,Zachary Unger,Lynne Taylor,Mihran Slougian,Maggie Keenan-Bolger,Juliet Brett,John Brodsky,Camille Branton,Nadia Alexander",Paul Weitz,"princeton university,admissions",144340.0,1814665.0,82477.0
20871,20871,False,,0,Documentary,,202132,tt2131674,English,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,"In the spring of 1939, Gilbert and Eleanor Kraus embarked on a risky and unlikely mission. Traveling into the heart of Nazi Germany, they rescued 50 Jewish children from Vienna and brought them to the United States.",0.054699,/zq49G05rjlYAqLsxNe1R9ivgU40.jpg,nan,nan,2013-04-07,0.0,62.0,,Released,Two Ordinary Americans. Fifty Innocent Lives. One Unforgettable Journey.,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,False,0.0,0.0,2013,"Alan Alda,Mamie Gummer",Steven Pressman,,,,
